x y z v_axial v_radial
0.003310470998129039 -0.005102775837688856 0.06350020520221995 21.595820350188518 33.369328622520335
-0.002534300596417664 0.005822599661272913 0.04830133666894883 25.37596811489944 15.622626388808849
-0.006295157967986662 -0.0008335097364888336 0.05597596264584946 15.453761349022487 -4.680441647507585
0.0011009236143243242 -0.0062539858767569215 0.05304131448883112 9.983693178462206 7.014268782475311
0.005745730427981672 0.0027039810689807138 0.04740371427102701 25.42511115135216 11.681296665224473
-0.003509448459646871 0.005292357456040766 0.0483118987879934 23.011538712339295 2.230767195233335
0.002221316282945105 -0.005948863255162059 0.054420700963876106 5.039830175183209 1.5578774336089256
-0.003475628686673312 -0.00531449289869576 0.05411024633207374 16.38792315583959 -4.274304457577689
0.005971330888326119 -0.0021601125661706985 0.053902117067021534 5.2895462697374365 1.259289706360791
0.003759219941724053 0.005117868540753738 0.05800017979032051 18.585501473218677 -7.971531263314389
-0.005907574687093346 -0.0023292027307446413 0.05644764390409625 13.266658750477653 11.646063309417922
-0.005742926151952901 -0.0027099360795907732 0.05556937015198367 23.416209025250755 -5.528242968698043
0.0045967852723878665 -0.0043810602671796135 0.053242718228798384 35.160043738269536 13.721130892998808
0.002888579554861634 -0.005655167975829589 0.05137718007065556 17.45974554007417 5.453361605839041
-0.00577078822679458 0.0026497825595836622 0.050001839262362784 25.691142698925187 19.868240050168698
-0.004782993179741627 -0.004177015687618255 0.0456100657058224 14.422365802675547 2.8119623105420395
-0.0049109768120410785 0.004025839168390854 0.04742917300567775 20.892043704663532 12.129509207996513
0.0017178177316788232 -0.0006396379024342241 0.064 20.82774700379467 26.54893770594023
-0.0024331265031420656 -0.005865711740055352 0.04277463236738235 23.775419907482902 -1.4738639478196287
-0.005325739744528732 0.003458753077317314 0.04034413348826659 38.88848926148578 -19.749640084567933
0.006333618159751049 0.0004564279611946118 0.047176423629563397 11.339745443137293 8.505645623022527
0.006147487646265363 -0.0015918353763058743 0.05709992273259869 33.72171920169436 22.04941101439826
0.0058930123066955435 0.0023654476318875676 0.050421518448161964 34.77024048284056 -10.050029838998327
0.006159538526188108 -0.0015439791018747062 0.05115142280251784 33.15108085130781 10.62508513461426
-0.004555821036915128 -0.004423787028728041 0.0560575022051863 16.86352193642439 -10.662894562136707
-0.0033082913831132795 -0.005420213270574877 0.04360387765895221 14.19565224232253 6.518277235119503
-0.005132864849238047 0.0037387809343790417 0.039382225812332534 27.435372728065353 18.85394134669124
