-0.00426 -0.00471 0.04262 
-0.00630 -0.00076 0.04740 
0.00033 0.00023 0.06400 
0.00635 -0.00017 0.05755 
0.00170 0.00074 0.06400 
-0.00174 0.00611 0.05928 
0.00436 -0.00461 0.05089 
-0.00411 0.00484 0.05949 
0.00454 -0.00444 0.05354 
0.00168 -0.00612 0.05625 
-0.00060 0.00127 0.06400 
0.00506 0.00384 0.04705 
-0.00451 -0.00447 0.03849 
-0.00620 -0.00137 0.03916 
-0.00632 -0.00059 0.05646 
-0.00072 0.00631 0.04921 
-0.00155 -0.00616 0.04782 
0.00014 0.00201 0.06400 
-0.00134 0.00621 0.04607 
0.00292 -0.00564 0.04155 
0.00634 0.00032 0.05540 
-0.00061 -0.00173 0.06400 
-0.00283 0.00568 0.05576 
0.00548 0.00321 0.04144 
-0.00017 -0.00134 0.06400 
0.00216 0.00597 0.05655 
0.00528 0.00352 0.05420 
-0.00462 0.00435 0.04032 
-0.00434 -0.00463 0.05087 
-0.00340 0.00537 0.05244 
-0.00494 -0.00399 0.06150 
-0.00019 0.00281 0.06350 
-0.00558 0.00302 0.04017 
-0.00365 0.00519 0.04329 
-0.00635 0.00010 0.05637 
0.00617 0.00149 0.05023 
-0.00606 0.00191 0.04775 
0.00283 -0.00568 0.04926 
-0.00634 0.00034 0.05163 
0.00046 -0.00036 0.06400 
0.00334 -0.00540 0.05212 
-0.00632 -0.00059 0.04448 
0.00217 -0.00597 0.04270 
-0.00349 0.00530 0.05234 
-0.00171 0.00187 0.06350 
-0.00060 -0.00632 0.05934 
-0.00479 -0.00417 0.05193 
-0.00025 -0.00241 0.06400 
0.00096 -0.00047 0.06400 
-0.00062 -0.00081 0.06400 
0.00490 -0.00404 0.04020 
-0.00213 -0.00598 0.05275 
0.00082 0.00630 0.04146 
-0.00603 -0.00200 0.04651 
0.00460 -0.00437 0.04700 
0.00003 0.00006 0.06400 
-0.00530 -0.00349 0.04460 
-0.00441 0.00044 0.06350 
-0.00607 -0.00187 0.05076 
-0.00566 0.00289 0.03906 
0.00086 0.00629 0.05664 
-0.00555 -0.00309 0.04671 
0.00331 -0.00542 0.05478 
0.00635 -0.00025 0.04898 
0.00501 0.00390 0.04492 
-0.00635 0.00018 0.04170 
0.00369 0.00517 0.04965 
-0.00070 0.00631 0.04080 
-0.00171 -0.00612 0.04237 
0.00167 0.00102 0.06400 
-0.00412 0.00483 0.03528 
0.00593 -0.00228 0.04812 
0.00036 -0.00168 0.06400 
-0.00000 0.00635 0.05019 
0.00625 0.00110 0.05127 
-0.00360 0.00523 0.04970 
0.00607 0.00186 0.04824 
0.00248 -0.00049 0.06350 
0.00382 0.00507 0.04699 
0.00624 -0.00117 0.04638 
0.00538 0.00338 0.04262 
0.00571 -0.00278 0.04107 
0.00194 -0.00143 0.06400 
0.00616 -0.00155 0.05323 
-0.00077 0.00630 0.06139 
-0.00635 -0.00020 0.04714 
-0.00401 0.00492 0.04801 
-0.00470 -0.00428 0.06157 
-0.00581 0.00257 0.05401 
0.00595 0.00221 0.04174 
-0.00633 -0.00046 0.03657 
49.85121 -22.34002 75.97644 
0.00025 -0.00197 0.06400 
0.00546 -0.00324 0.04952 
-0.00275 -0.00572 0.05689 
-0.00635 -0.00016 0.05582 
0.00080 0.00025 0.06400 
-0.00592 -0.00229 0.05250 
0.00288 -0.00566 0.03830 
0.00413 0.00483 0.05286 
-0.00505 0.00385 0.04409 
0.00503 -0.00387 0.05318 
-0.00572 -0.00275 0.04881 
0.00634 0.00027 0.04169 
-0.00619 0.00142 0.05475 
-0.00397 0.00495 0.04860 
0.00635 -0.00021 0.05458 
0.00114 0.00625 0.04353 
0.00635 -0.00001 0.03500 
0.00521 0.00364 0.03852 
-0.00247 0.00090 0.06350 
-0.00632 0.00064 0.04232 
0.00275 0.00572 0.04831 
-0.00061 -0.00632 0.04930 
-0.00623 -0.00121 0.05805 
0.00427 -0.00470 0.03558 
0.00330 -0.00543 0.04632 
-0.00093 0.00000 0.06400 
-0.00469 0.00428 0.03671 
-0.00586 -0.00244 0.04921 
0.00206 -0.00601 0.04432 
-0.00271 -0.00574 0.04119 
0.00202 0.00182 0.06350 
-0.00635 -0.00005 0.03894 
0.00611 0.00175 0.05562 
-0.00635 0.00022 0.04469 
0.00569 -0.00282 0.05604 
0.00093 0.00295 0.06350 
-0.00430 -0.00467 0.05555 
0.00532 0.00347 0.04043 
-0.00622 -0.00126 0.05343 
0.00632 -0.00060 0.04006 
0.00201 -0.00008 0.06400 
-0.00517 0.00369 0.05436 
0.00435 0.00463 0.05057 
-0.00161 -0.00005 0.06400 
-0.00625 -0.00112 0.04479 
0.00069 0.00631 0.05131 
0.00585 0.00246 0.04398 
0.00627 0.00102 0.05150 
0.00296 0.00562 0.05539 
-0.00225 -0.00129 0.06350 
0.00227 -0.00593 0.04081 
-0.00430 -0.00467 0.04701 
-0.00055 -0.00633 0.04808 
0.00635 -0.00014 0.04785 
0.00195 0.00604 0.04849 
-0.00301 -0.00559 0.04910 
0.00170 -0.00612 0.05927 
-0.00008 -0.00635 0.05352 
-0.00178 0.00610 0.04314 
-0.00469 0.00428 0.04445 
-0.00627 -0.00098 0.05519 
0.00186 0.00607 0.06323 
0.00070 0.00044 0.06400 
-0.00441 0.00457 0.03475 
-0.00065 -0.00632 0.04408 
-0.00068 -0.00060 0.06400 
-0.00274 0.00573 0.05433 
0.00325 0.00006 0.06350 
-6.43177 1978.68292 -188.60913 
-0.00097 0.00628 0.03737 
-0.00601 0.00206 0.04552 
-0.00284 -0.00568 0.03808 
0.00006 -0.00231 0.06400 
-0.00284 0.00568 0.05819 
-0.00028 -0.00634 0.04347 
-0.00526 0.00356 0.04378 
0.00635 0.00013 0.04778 
0.00452 0.00446 0.04719 
0.00465 0.00433 0.05345 
0.00635 0.00000 0.03860 
0.00463 -0.00434 0.04234 
0.00490 -0.00404 0.05312 
-0.00113 0.00189 0.06400 
-0.00182 0.00608 0.05451 
0.00185 -0.00607 0.05054 
0.00019 0.00635 0.05193 
0.00274 0.00573 0.04926 
0.00177 0.00122 0.06400 
-0.00628 -0.00092 0.05394 
0.00601 -0.00206 0.04369 
-0.00006 -0.00241 0.06400 
-0.00447 -0.00451 0.04976 
-0.00477 -0.00419 0.04178 
0.00588 0.00241 0.03860 
-0.00343 -0.00535 0.03609 
-0.00487 -0.00408 0.03944 
-0.00630 0.00077 0.04477 
0.00602 0.00202 0.04912 
-0.00069 -0.00028 0.06400 
-0.00617 -0.00152 0.04633 
0.00229 -0.00592 0.06113 
-0.00170 0.00612 0.03777 
-0.00050 0.00174 0.06400 
0.00055 -0.00633 0.05674 
-0.00142 0.00619 0.05333 
-0.00332 0.00541 0.03933 
-0.00167 0.00613 0.05614 
0.00633 0.00052 0.04281 
0.00202 -0.00602 0.05089 
0.00136 0.00620 0.04068 
0.00285 -0.00568 0.04461 
0.00058 0.00632 0.04734 
-0.00590 0.00234 0.04459 
-0.00342 0.00535 0.04448 
-0.00612 -0.00168 0.05463 
-0.00629 0.00090 0.04137 
-0.00255 0.00582 0.05215 
-0.00603 0.00200 0.05331 
-0.00110 -0.00145 0.06400 
-0.00339 0.00537 0.04147 
0.00468 0.00342 0.06350 
0.00570 -0.00281 0.06149 
-0.00617 0.00150 0.06093 
0.00599 0.00212 0.03724 
-0.00633 -0.00044 0.04678 
0.00038 -0.00634 0.03890 
0.00599 0.00210 0.05774 
-0.00630 -0.00078 0.06239 
-0.00303 0.00558 0.03923 
-0.00268 0.00404 0.06350 
-0.00213 0.00598 0.05116 
0.00224 0.00594 0.04561 
-0.00351 -0.00529 0.04215 
-0.00566 -0.00287 0.05151 
-0.00070 0.00631 0.06038 
-0.00162 0.00142 0.06400 
-0.00380 0.00508 0.04898 
-0.00602 -0.00201 0.05600 
0.00574 0.00271 0.04071 
-0.00515 0.00372 0.03892 
0.00595 0.00222 0.04823 
-0.00507 -0.00383 0.04719 
-0.00491 0.00403 0.04369 
-0.00613 -0.00167 0.05068 
-0.00622 -0.00130 0.04041 
-0.00333 -0.00541 0.04923 
-0.00633 -0.00047 0.05691 
-0.00551 -0.00316 0.05891 
0.00625 -0.00110 0.04909 
0.00314 -0.00552 0.04105 
-0.00625 -0.00111 0.04202 
-0.00591 0.00232 0.05055 
0.00416 0.00479 0.04857 
0.00519 0.00366 0.04736 
0.00632 -0.00063 0.05131 
-0.00584 -0.00249 0.05330 
0.00496 0.00396 0.05552 
-0.00176 0.00106 0.06400 
-0.00116 0.00624 0.06011 
-0.00478 0.00418 0.05120 
0.00622 -0.00129 0.04249 
-0.00626 -0.00107 0.04636 
-0.00604 0.00196 0.04830 
-0.00100 -0.00139 0.06400 
-0.00190 0.00606 0.05366 
-0.00218 0.00597 0.04302 
0.00453 0.00445 0.05392 
-0.00029 -0.00634 0.04238 
-0.00149 0.00139 0.06400 
-0.00633 0.00052 0.04435 
0.00079 -0.00630 0.04455 
-0.00284 -0.00568 0.04703 
0.00601 0.00206 0.05825 
0.00524 -0.00359 0.04456 
-0.00036 0.00634 0.04746 
0.00413 0.00482 0.05492 
0.00534 -0.00344 0.04662 
0.00617 -0.00151 0.06066 
0.00634 -0.00026 0.04499 
-0.00298 -0.00224 0.06350 
-0.00094 0.00628 0.05884 
0.00635 -0.00009 0.04969 
-0.00262 0.00579 0.05222 
-0.00021 -0.00635 0.03927 
0.00250 0.00584 0.04077 
-0.00013 -0.00635 0.04239 
-0.00414 -0.00482 0.04293 
-0.00196 -0.00168 0.06350 
-0.00453 0.00445 0.04814 
-0.00027 0.00634 0.04773 
-0.00476 0.00420 0.04084 
-0.00161 -0.00108 0.06400 
0.00336 -0.00539 0.05260 
0.00563 -0.00293 0.05285 
0.00045 0.00054 0.06400 
-0.00053 -0.00060 0.06400 
0.00513 -0.00375 0.04157 
0.00572 -0.00277 0.04311 
0.00294 -0.00563 0.05175 
-0.00575 0.00270 0.04534 
0.00500 -0.00391 0.05680 
-0.00541 0.00332 0.04414 
-0.00105 0.00626 0.04624 
-0.00068 0.00090 0.06400 
0.00226 0.00593 0.05829 
-0.00116 -0.00154 0.06400 
0.00634 0.00032 0.05850 
0.00197 0.00604 0.03847 
0.00619 -0.00140 0.04611 
0.00367 -0.00518 0.05908 
0.00136 -0.00620 0.04218 
-0.00111 -0.00116 0.06400 
-0.00283 -0.00568 0.04497 
0.00243 0.00587 0.04833 
0.00350 0.00530 0.04691 
