x (mm)   y (mm)   z (mm)   vx (m/s)   vy (m/s)   vz (m/s)   time (ms)   dens
0.122 -0.18 62.65 0.48 -12.59 32.51 0.0
-2.521 -5.829 71.53 -0.83 -12.03 26.14 0.9127
0 0 0 0 0 0 0
-1.553 -0.519 64.49 -11.9 13.02 10.24 0.0
-4.802 4.157 63.04 -2.2 7.94 12.82 0.3379
0 0 0 0 0 0 0
-0.257 -0.046 63.03 6.19 -13.65 -0.4 0.0
5.328 3.457 60.0 -4.89 27.62 -0.85 1.0605
0 0 0 0 0 0 0
0.616 2.323 63.5 5.02 2.52 9.6 0.0
-6.35 0.356 64.57 -29.63 -13.12 18.92 0.6176
0 0 0 0 0 0 0
-1.216 0.251 63.28 0.02 -36.25 -0.87 0.0
-1.719 -6.12 68.94 9.42 -23.13 22.95 0.2947
0 0 0 0 0 0 0
0.636 0.657 64.89 14.91 -20.51 -14.63 0.0
2.027 -6.018 56.32 -14.15 -15.6 0.84 0.9209
0 0 0 0 0 0 0
-2.316 1.327 65.56 1.37 -5.37 19.85 0.0
-3.472 5.32 71.69 -11.3 27.53 10.49 0.7878
0 0 0 0 0 0 0
-0.169 -0.076 63.78 9.02 -0.59 -33.13 0.0
1.603 6.147 64.92 -16.77 15.12 -2.98 1.4358
0 0 0 0 0 0 0
-0.385 0.314 64.07 -3.53 -9.33 -26.56 0.0
3.156 5.518 59.48 21.9 19.73 -0.0 0.4231
0 0 0 0 0 0 0
-0.586 0.92 62.84 2.76 13.89 -42.22 0.0
3.638 -5.205 59.47 4.65 -16.13 24.54 1.6702
0 0 0 0 0 0 0
-0.24 -1.583 63.61 9.46 7.75 -0.3 0.0
5.609 2.997 70.93 25.02 36.85 13.13 1.1693
0 0 0 0 0 0 0
-0.33 0.231 64.24 1.97 -12.76 23.22 0.0
-0.174 2.405 88.37 10.7 7.81 35.81 0.8986
-0.078 2.476 88.69 6.79 7.61 37.36 0.9077
0.073 2.645 89.52 5.75 11.86 36.28 0.9299
0.355 3.227 91.3 6.56 11.23 35.45 0.979
1.028 4.378 94.93 4.38 13.66 38.84 1.0814
8.869 28.838 164.51 4.38 13.66 38.84 2.8727
0 0 0 0 0 0 0
-0.034 -0.032 63.85 6.16 1.7 3.49 0.0
-1.227 -6.232 64.68 2.73 -8.71 -1.91 0.3646
0 0 0 0 0 0 0
-0.931 1.507 63.16 14.58 2.08 -15.68 0.0
4.954 -3.976 69.73 9.15 2.18 9.09 0.6348
0 0 0 0 0 0 0
-0.39 -3.15 63.93 1.08 1.07 -6.17 0.0
-2.225 -5.949 61.62 -18.68 -28.65 4.33 0.2028
0 0 0 0 0 0 0
0.202 0.222 63.92 5.06 -10.41 -6.8 0.0
-0.562 -6.329 63.49 11.12 -16.42 11.75 0.5522
0 0 0 0 0 0 0
0.333 0.233 63.98 2.58 8.84 3.77 0.0
-4.125 -4.834 57.82 7.99 -36.13 -0.16 0.6462
0 0 0 0 0 0 0
0.844 -0.257 63.73 1.68 -4.1 -37.11 0.0
-6.348 -0.227 67.91 -10.34 -23.56 17.78 0.6784
0 0 0 0 0 0 0
1.321 -0.81 62.1 14.4 30.22 25.56 0.0
3.71 5.159 62.93 15.01 16.96 -18.18 0.2931
0 0 0 0 0 0 0
-2.556 -0.807 64.09 7.79 -13.69 5.43 0.0
-3.666 5.189 69.51 -3.2 20.05 44.16 0.5256
0 0 0 0 0 0 0
-0.061 -0.456 64.02 -6.61 7.58 7.24 0.0
-5.662 2.885 75.56 -8.81 27.98 20.89 0.5718
0 0 0 0 0 0 0
-0.982 1.428 63.49 -10.18 5.36 0.96 0.0
-2.589 5.8 68.27 9.55 14.89 27.34 0.3041
0 0 0 0 0 0 0
2.839 -1.041 62.74 -7.09 -7.08 6.18 0.0
5.973 -2.173 62.93 23.1 2.15 1.9 0.2025
0 0 0 0 0 0 0
0.365 0.299 64.66 17.68 -1.11 26.31 0.0
4.227 4.746 76.35 22.37 5.49 -2.53 1.6669
0 0 0 0 0 0 0
-1.37 -0.142 64.22 -12.86 -1.52 -4.19 0.0
-0.73 6.309 64.53 6.52 8.98 -14.26 1.07
0 0 0 0 0 0 0
0.623 -1.037 64.08 -3.73 1.03 -17.19 0.0
-2.111 5.989 74.94 7.02 15.82 23.55 1.2632
0 0 0 0 0 0 0
0.135 0.558 64.17 17.44 9.74 19.39 0.0
2.157 5.646 88.1 -10.0 26.94 26.29 1.7656
0 0 0 0 0 0 0
0.049 -0.061 64.14 -9.97 3.89 -1.65 0.0
-4.276 -4.7 68.72 -19.31 -25.46 19.85 0.4157
0 0 0 0 0 0 0
0.261 0.454 63.17 10.17 -1.82 0.86 0.0
-0.363 6.34 65.55 1.76 8.63 13.36 0.9732
0 0 0 0 0 0 0
-1.353 -0.649 64.26 -10.99 8.83 3.97 0.0
-1.231 6.243 65.44 -4.11 38.19 20.89 0.6791
0 0 0 0 0 0 0
-2.111 -1.327 63.98 -2.6 14.4 -3.4 0.0
-6.352 0.11 64.61 -27.82 4.92 4.75 0.1819
0 0 0 0 0 0 0
0.281 -1.718 64.39 1.59 0.11 -10.23 0.0
-1.444 -6.185 63.61 20.72 -13.55 -21.75 0.4884
0 0 0 0 0 0 0
-0.133 -0.511 64.2 16.94 -4.48 -15.16 0.0
-1.105 -6.262 64.38 -0.9 -44.2 7.32 0.4154
0 0 0 0 0 0 0
-0.203 -0.229 63.6 -30.22 1.33 -0.17 0.0
-0.496 -6.332 71.41 17.54 -30.33 9.32 0.5378
0 0 0 0 0 0 0
0.784 -0.526 64.61 6.79 0.61 4.03 0.0
5.431 3.292 61.39 9.25 7.27 -15.47 0.3432
0 0 0 0 0 0 0
-0.29 0.082 64.45 -17.79 3.71 4.47 0.0
-5.179 -3.686 66.33 -13.88 -20.98 -1.37 0.466
0 0 0 0 0 0 0
0.106 -3.344 62.49 -0.65 15.94 7.8 0.0
6.355 0.422 68.39 49.54 24.81 12.29 0.4311
0 0 0 0 0 0 0
0.974 -0.319 64.92 4.89 3.01 8.8 0.0
0.935 6.287 67.79 -6.59 22.11 17.44 0.3309
0 0 0 0 0 0 0
1.302 -0.607 62.92 -11.7 -17.3 -3.25 0.0
-2.431 -5.867 64.06 -18.59 -2.89 -13.08 0.5965
0 0 0 0 0 0 0
-0.091 -0.262 63.83 22.21 -23.25 -7.93 0.0
3.424 -5.35 64.76 11.83 -23.21 -8.81 0.4006
0 0 0 0 0 0 0
0.202 -0.569 63.22 5.71 1.3 17.08 0.0
5.397 -3.358 66.63 27.97 -0.08 15.44 0.2629
0 0 0 0 0 0 0
-0.305 -0.289 63.89 -16.26 -15.09 -11.56 0.0
6.266 -1.076 69.61 24.66 1.21 -2.23 0.3548
0 0 0 0 0 0 0
2.107 -1.084 62.53 24.82 9.27 -10.72 0.0
6.32 -0.634 63.4 25.07 1.51 9.15 0.1707
0 0 0 0 0 0 0
-0.111 -0.525 64.53 -21.79 -12.5 14.56 0.0
-5.714 -2.777 65.98 -22.49 11.17 11.7 0.2186
0 0 0 0 0 0 0
-1.012 -1.917 64.2 -0.68 -14.44 1.97 0.0
-0.351 -6.342 65.24 9.82 -20.8 5.31 0.1881
0 0 0 0 0 0 0
0.12 -2.275 63.7 22.87 19.67 -0.2 0.0
1.109 -6.259 54.45 12.01 -33.9 -4.98 0.4969
0 0 0 0 0 0 0
0.571 -0.115 64.98 -8.06 3.48 -13.61 0.0
6.293 0.91 65.57 24.62 -7.49 -20.45 1.3092
0 0 0 0 0 0 0
-0.076 0.659 64.58 13.69 -19.5 -3.44 0.0
-5.709 -2.798 67.07 -21.21 -12.69 31.04 0.4327
0 0 0 0 0 0 0
-0.514 0.346 64.14 22.72 -4.31 3.52 0.0
3.912 5.009 60.84 21.06 14.12 -12.98 0.6444
0 0 0 0 0 0 0
1.58 -1.168 64.51 -6.64 12.04 -1.99 0.0
4.768 -4.203 48.85 53.87 -21.23 -14.45 1.1598
0 0 0 0 0 0 0
0.057 0.133 63.88 -7.32 -6.69 -13.03 0.0
4.844 4.114 61.93 28.92 41.99 15.63 0.6352
0 0 0 0 0 0 0
-0.735 -0.041 63.8 0.22 10.7 -3.53 0.0
6.034 -1.999 63.61 23.67 -1.33 10.6 0.4018
0 0 0 0 0 0 0
0.195 -1.102 64.32 -13.49 9.67 -21.45 0.0
-1.693 6.124 68.47 -7.73 20.28 -0.68 1.338
0 0 0 0 0 0 0
0.708 -0.466 63.69 -0.13 -17.85 1.75 0.0
4.089 -4.864 60.68 5.47 -31.37 -15.64 0.2084
0 0 0 0 0 0 0
0.431 0.871 64.05 -0.7 5.8 -0.24 0.0
4.658 -4.32 65.3 15.44 -6.66 -25.83 1.5235
0 0 0 0 0 0 0
-0.843 0.708 62.64 -16.89 28.32 -24.21 0.0
-2.003 6.033 53.8 -6.59 38.84 -37.87 0.1959
0 0 0 0 0 0 0
-1.723 -0.299 63.21 3.48 10.51 8.29 0.0
-6.355 -0.087 67.81 -17.79 -9.44 -2.73 0.4908
0 0 0 0 0 0 0
1.415 -0.805 64.55 8.69 30.69 1.73 0.0
0.916 6.29 68.93 13.51 21.4 0.13 0.4374
0 0 0 0 0 0 0
-1.086 0.278 63.38 0.17 -7.44 15.64 0.0
-6.287 0.896 80.66 -7.14 -2.83 14.96 1.4566
0 0 0 0 0 0 0
1.815 -0.588 63.27 14.21 27.65 5.99 0.0
6.357 0.025 65.64 35.01 -1.62 19.12 0.1621
0 0 0 0 0 0 0
-0.579 -0.22 63.72 19.05 -3.06 1.99 0.0
-6.336 0.471 61.4 -18.98 -10.96 4.36 0.4123
0 0 0 0 0 0 0
-1.088 -1.343 63.99 -15.32 0.83 5.44 0.0
-4.733 4.24 64.36 11.76 35.67 5.41 0.5237
0 0 0 0 0 0 0
-0.02 0.028 64.04 30.37 -5.94 -31.37 0.0
6.244 -1.172 57.25 16.94 -0.2 8.56 0.3514
0 0 0 0 0 0 0
-0.418 -0.35 63.57 4.04 22.53 17.92 0.0
0.661 6.317 69.42 5.63 16.11 21.08 0.3448
0 0 0 0 0 0 0
-2.032 0.123 65.22 10.72 2.34 -7.18 0.0
-6.087 1.821 64.5 -12.52 -5.89 6.85 0.3531
0 0 0 0 0 0 0
-2.367 -0.525 63.89 2.62 -0.11 11.69 0.0
-0.938 -6.293 65.55 -5.91 -37.63 0.33 0.2568
0 0 0 0 0 0 0
-0.112 -0.444 63.37 3.0 1.99 -4.02 0.0
5.3 3.509 64.29 17.09 16.86 2.57 0.4119
0 0 0 0 0 0 0
0.067 1.155 63.46 -11.04 5.48 -11.0 0.0
-3.847 -5.057 64.04 9.03 -35.65 -4.61 0.5585
0 0 0 0 0 0 0
0.9 1.099 64.09 -0.02 10.32 -12.39 0.0
5.651 2.899 64.46 18.93 6.84 7.18 0.2268
0 0 0 0 0 0 0
-0.369 0.857 64.12 -6.23 8.91 -2.57 0.0
-3.445 5.334 61.62 -33.05 2.51 21.2 0.6685
0 0 0 0 0 0 0
-1.38 0.618 63.94 -7.7 8.95 14.55 0.0
-0.494 6.334 64.76 12.79 23.99 5.34 0.2265
0 0 0 0 0 0 0
0.162 -0.883 63.92 -2.84 -21.87 11.82 0.0
2.392 -5.886 68.01 3.56 -21.29 12.06 0.3373
0 0 0 0 0 0 0
-0.576 0.708 63.78 -6.84 -6.97 0.88 0.0
-6.297 -0.9 65.24 -37.57 -16.46 -12.21 0.432
0 0 0 0 0 0 0
-1.074 0.716 64.56 -4.35 -9.97 -0.12 0.0
-0.915 6.285 74.46 -6.79 26.81 17.69 1.1408
0 0 0 0 0 0 0
0.477 0.846 64.86 -13.25 -2.14 -7.04 0.0
-4.76 4.208 63.88 -20.03 13.46 21.21 0.9363
0 0 0 0 0 0 0
-0.127 -0.056 64.15 15.99 -11.92 9.98 0.0
-2.131 5.985 68.84 0.52 15.09 -1.77 0.6725
0 0 0 0 0 0 0
-0.337 -0.067 64.05 -10.71 -15.55 0.73 0.0
-6.314 -0.759 68.37 -45.2 -0.32 25.65 0.2102
0 0 0 0 0 0 0
-0.743 -0.189 62.82 11.58 -0.89 -22.36 0.0
3.326 5.424 62.46 21.79 36.9 11.37 0.4326
0 0 0 0 0 0 0
-0.224 -0.448 64.53 5.08 -2.83 10.92 0.0
0.05 3.422 88.1 -16.39 12.53 26.19 1.254
0 0 0 0 0 0 0
-0.376 0.835 65.08 5.9 -18.77 -9.65 0.0
4.004 4.929 71.52 -2.84 7.82 4.46 0.3412
0 0 0 0 0 0 0
0.856 1.033 64.74 5.0 -9.44 -17.86 0.0
6.152 -1.582 61.52 8.34 -8.65 -22.97 0.2551
0 0 0 0 0 0 0
-0.106 -2.374 63.52 -5.37 14.18 -22.29 0.0
0.253 6.345 62.78 -4.05 17.99 34.4 0.3602
0 0 0 0 0 0 0
0.401 -0.223 63.24 0.09 -11.29 -10.67 0.0
-4.193 -4.782 63.94 -24.76 -17.81 3.95 0.3814
0 0 0 0 0 0 0
-0.15 -0.06 63.16 25.04 -4.26 -13.54 0.0
-3.473 -5.323 66.72 -16.92 -32.52 -3.78 0.3367
0 0 0 0 0 0 0
0.313 -0.242 64.13 -10.86 -6.55 -2.06 0.0
-4.267 -4.714 65.88 -25.96 -26.68 13.65 0.4734
0 0 0 0 0 0 0
0.059 0.378 64.81 -3.46 5.01 -8.37 0.0
5.259 -3.572 61.92 31.99 -17.25 -11.38 0.4203
0 0 0 0 0 0 0
-1.157 -0.071 61.62 10.92 -23.29 -10.25 0.0
-4.932 -4.002 56.59 -19.52 -16.76 -27.67 0.2883
0 0 0 0 0 0 0
0.018 -0.076 63.93 -0.43 -2.45 -2.61 0.0
-5.404 -3.347 61.93 -45.06 -13.93 1.9 1.8366
0 0 0 0 0 0 0
-0.599 0.136 64.96 -2.41 10.79 -18.76 0.0
-0.735 6.308 62.2 24.24 34.83 -10.53 0.3349
0 0 0 0 0 0 0
0.181 0.368 63.87 -10.73 0.44 -11.47 0.0
-6.357 -0.184 67.67 -27.43 -4.31 -8.58 0.2984
0 0 0 0 0 0 0
-0.046 -0.11 63.68 -15.68 -29.02 -13.0 0.0
3.585 -5.246 61.43 12.8 -15.13 -1.93 0.8536
0 0 0 0 0 0 0
0.275 -0.478 63.91 19.09 10.8 -10.06 0.0
4.464 4.521 62.96 9.24 12.11 -7.65 0.3751
0 0 0 0 0 0 0
0.017 0.668 63.83 14.48 -9.27 -1.91 0.0
6.296 0.852 74.48 30.79 3.96 27.15 0.4726
0 0 0 0 0 0 0
0.06 0.041 63.93 -5.67 16.98 -8.21 0.0
-0.771 6.308 67.09 -28.43 12.97 1.91 0.919
0 0 0 0 0 0 0
-0.097 0.792 65.04 37.83 -0.63 -13.49 0.0
5.969 2.193 62.86 30.79 24.58 -16.99 0.1394
0 0 0 0 0 0 0
-0.077 1.287 64.5 -0.08 -4.03 24.46 0.0
2.502 -5.842 69.37 12.41 -15.65 1.38 0.4095
0 0 0 0 0 0 0
-0.031 0.17 64.82 7.45 10.61 -7.85 0.0
-6.349 -0.204 83.29 -15.0 4.42 -8.17 0.9133
0 0 0 0 0 0 0
0.665 0.206 64.65 7.74 14.19 0.28 0.0
4.595 4.389 64.46 12.55 17.24 20.78 0.5377
0 0 0 0 0 0 0
1.592 0.274 64.05 -18.43 -13.31 -8.67 0.0
