0.119  2.98  1.104  0.163  0.012  22.284  10.486  95.69  9.844  14.885  27.988  14.225  1.168  0.809  1.99  14.802  7.472  95.054
0.119  24.21  8.958  0.528  0.016  28.682  14.458  150.585  9.017  13.015  14.951  8.565  1.816  1.253  16.13  12.96  5.673  149.884
0.119  7.7  2.848  0.346  0.015  23.921  12.501  121.21  10.029  14.051  17.196  10.036  1.85  1.274  5.13  13.981  6.214  120.048
0.119  12.4  4.591  0.448  0.016  24.608  12.977  135.205  9.949  12.989  14.266  8.438  1.988  1.337  8.27  12.934  5.765  134.807
0.119  54.16  20.045  0.556  0.016  44.371  19.14  163.805  9.953  15.863  19.919  9.812  1.865  2.6  36.09  15.763  8.724  162.801
0.119  52.8  19.539  0.497  0.016  38.971  17.1  162.52  9.125  14.26  17.778  8.442  1.638  1.782  35.18  14.187  7.794  161.805
0.119  145.03  53.675  0.561  0.016  64.933  26.192  169.855  14.75  21.073  25.788  11.794  1.937  3.1  96.65  20.84  13.097  167.712
