0.119  2.03  3.608  0.166  0.012  23.239  12.054  79.83  10.96  32.61  34.231  15.865  1.503  1.063  20.41  17.255  8.763
0.119  16.13  28.654  0.541  0.016  27.671  12.952  146.11  10.167  21.684  17.473  9.808  1.623  1.183  162.09  10.246  6.035
0.119  5.13  9.119  0.383  0.015  22.905  11.2  111.67  11.342  23.398  21.87  13.087  2.028  1.307  51.59  11.564  6.384
0.119  8.79  15.608  0.431  0.016  24.149  11.217  128.03  11.101  21.458  18.312  10.76  1.795  1.201  88.29  10.059  5.828
0.119  35.37  62.836  0.49  0.016  41.943  17.904  160.92  10.765  29.402  20.305  10.03  1.53  1.819  355.45  12.781  8.762
0.119  30.17  53.598  0.514  0.016  39.513  16.519  158.01  10.434  28.23  20.149  10.117  1.702  2.022  303.2  12.003  8.077
0.119  81.0  143.881  0.446  0.016  58.958  26.827  171.11  15.726  38.539  25.032  13.128  1.853  3.241  813.92  18.077  12.28
0.119  159.62  283.539  0.44  0.016  69.709  30.926  169.395  16.876  45.218  27.59  14.202  2.267  5.473  1603.94  20.935  14.454
