r (mm)   z (mm)   extraction (0=N/1=Y)   time (ms)
2.5 81.5 0 0.8062
2.0 84.5 1 0.4131
2.5 70.5 0 0.6408
4.5 67.5 0 1.1295
1.0 54.5 0 0.7583
2.5 41.5 0 0.3155
5.0 57.5 0 0.6016
5.0 43.5 0 0.113
5.5 56.0 0 2.316
3.0 56.0 0 0.7956
0.5 58.0 1 4.5185
4.5 57.5 0 0.7135
4.5 41.0 0 0.3847
4.5 56.0 0 0.4
4.5 52.0 0 0.1789
1.5 66.5 0 1.9693
3.0 77.5 1 0.6493
4.0 81.0 0 0.4623
3.5 41.5 0 1.4028
4.5 81.5 0 0.1135
4.0 40.5 0 1.0847
1.0 36.0 0 0.3908
0.5 50.5 0 0.6921
1.0 84.5 1 0.1473
4.0 84.0 0 0.289
2.0 68.0 0 0.5781
4.5 82.5 0 0.2487
2.0 72.0 0 0.7273
4.0 66.0 0 1.6995
3.5 41.0 0 0.489
3.0 65.0 0 2.0798
5.0 62.0 0 0.2808
5.5 68.0 0 0.0548
1.5 75.5 0 1.1581
5.0 62.0 0 0.0997
4.5 54.5 0 0.923
5.0 79.5 0 0.0874
3.0 87.0 1 0.1089
0.5 38.5 0 0.8366
2.5 85.0 0 0.2143
3.0 77.5 0 0.2863
1.5 82.0 1 0.9683
2.0 53.0 0 1.5433
2.5 70.5 0 0.5291
4.5 58.5 0 2.0344
5.5 46.5 0 0.064
4.5 42.0 0 3.6024
3.5 81.0 0 0.3431
4.5 77.0 0 0.4462
1.5 74.5 0 0.8853
2.0 54.5 0 0.8483
5.0 59.5 0 0.9646
1.0 47.0 0 1.9403
5.5 35.5 0 0.0526
3.0 63.5 0 1.012
2.5 73.5 1 0.805
3.0 83.0 1 0.2401
1.5 48.0 0 1.097
4.5 50.5 0 0.2569
3.5 75.0 0 0.1465
3.0 66.5 1 1.1677
4.0 78.0 0 1.2737
2.5 42.5 0 1.3443
1.5 82.5 1 0.5326
4.0 79.0 0 0.5563
3.5 78.0 0 0.2562
3.0 50.5 0 1.967
2.5 43.5 0 0.8799
4.0 57.5 0 0.7736
3.5 52.0 0 0.2481
4.5 38.5 0 1.8561
1.5 35.5 0 1.1896
5.5 75.0 0 1.657
1.0 40.5 0 5.3688
5.5 69.0 0 0.9711
4.0 62.0 0 0.3581
1.0 64.5 0 0.8367
4.0 78.0 0 0.1807
5.5 73.5 0 0.1889
4.5 39.0 0 0.2724
2.5 76.0 0 1.4685
0.5 51.0 0 4.5772
2.5 36.5 0 0.3567
3.5 86.5 0 0.3378
5.5 57.5 0 0.4357
3.0 78.0 0 0.8476
4.5 50.5 0 0.254
0.5 76.0 0 0.9002
1.0 85.5 1 0.1119
2.5 43.5 0 5.8926
2.5 38.5 0 0.3591
3.0 60.5 0 1.1607
4.5 82.0 1 0.4441
2.5 39.0 0 2.5802
3.5 42.0 0 0.6852
1.5 74.5 1 0.9224
5.0 85.5 1 0.5791
2.5 85.5 0 0.1854
1.5 44.5 0 2.2815
3.5 40.5 0 0.6551
5.0 70.0 0 1.0737
4.5 41.5 0 1.9415
4.5 72.0 0 0.9105
4.0 57.5 0 0.1586
1.5 65.5 0 0.7653
5.0 36.0 0 0.0828
3.5 68.5 0 0.1393
0.5 46.0 0 1.3813
0.5 49.5 0 1.3598
2.5 48.5 0 0.88
4.0 74.0 0 0.7094
2.0 58.5 0 2.394
3.5 60.5 0 0.6814
0.5 40.5 0 1.0773
3.0 35.5 0 0.0591
5.0 55.0 0 0.1382
2.0 57.5 1 2.7335
1.0 53.5 0 2.5105
5.0 51.0 0 0.9017
3.0 62.5 0 0.3484
5.0 35.5 0 0.0288
1.5 76.0 0 0.9879
1.5 78.0 1 0.5649
2.5 46.0 0 0.4774
2.0 81.0 1 0.3424
5.5 38.5 0 0.4484
4.0 83.5 0 0.5985
3.5 55.0 0 0.377
0.5 46.0 0 1.1237
2.5 63.0 0 2.6535
5.0 37.5 0 0.5813
2.5 50.5 0 2.6415
3.0 43.5 0 0.3103
0.5 43.0 0 0.5368
4.0 38.0 0 0.1132
2.5 63.5 0 1.3924
2.5 63.5 0 2.1657
3.0 67.5 1 1.8337
3.0 84.5 1 0.2823
5.5 82.0 0 0.1425
3.0 49.0 0 1.9564
2.5 49.5 0 2.6388
4.5 39.5 0 0.7073
3.5 82.5 1 0.5365
3.5 37.0 0 0.2788
1.5 85.0 1 0.1246
1.0 59.0 0 2.3398
3.5 78.0 0 0.2961
2.0 82.5 1 0.2054
4.5 66.0 0 0.2841
1.0 72.5 0 0.4286
4.5 72.5 1 1.4653
0.5 43.5 0 1.3525
0.5 37.5 0 2.0787
5.5 53.5 0 0.06
5.5 79.5 1 1.5122
4.5 60.0 0 1.991
3.5 47.5 0 2.725
2.5 67.5 0 1.2966
2.5 73.0 0 0.5588
4.0 39.0 0 0.6889
0.5 83.0 1 0.3349
0.5 72.5 0 0.4895
0.5 69.5 1 2.4275
0.5 47.0 0 2.1553
5.5 80.5 0 0.4641
0.5 57.0 0 3.0574
3.0 58.0 0 0.211
3.0 39.0 0 0.249
0.5 50.0 1 3.4858
3.0 38.0 0 0.7172
4.5 71.5 0 0.4684
0.5 76.0 0 1.4219
2.0 55.5 0 2.599
5.5 81.0 0 0.0642
5.0 54.5 0 0.1654
1.5 70.0 0 0.9439
3.5 86.5 0 0.2316
3.5 40.5 0 0.1409
5.0 58.0 0 0.0731
5.5 48.0 0 0.6264
2.0 39.5 0 6.3811
5.5 69.0 0 0.062
3.5 78.5 0 1.0396
2.0 77.0 0 0.2624
1.5 74.0 0 0.6873
3.5 84.0 1 0.1877
5.5 64.5 0 4.2349
5.5 55.5 0 1.6526
5.0 57.5 0 0.5775
3.5 58.5 0 0.813
2.0 42.0 0 2.785
5.5 64.5 0 2.1226
2.0 67.0 0 1.3253
4.0 66.0 0 0.2053
3.0 47.0 0 0.3987
0.5 40.0 0 0.8812
0.5 76.0 0 0.3691
1.5 84.5 0 0.1719
5.0 80.5 0 0.1809
1.0 81.5 1 0.2253
1.5 51.5 0 0.5243
5.0 46.5 0 1.0104
4.0 59.5 1 2.8332
1.0 81.0 1 0.6018
1.0 71.5 0 0.3737
3.5 44.0 0 2.0541
4.0 57.5 0 2.6865
2.0 82.5 1 0.3551
1.0 79.5 0 0.4575
2.5 84.0 1 0.206
1.0 76.5 1 1.5389
3.0 53.0 0 1.0502
5.0 56.5 0 0.0755
4.5 50.5 0 0.5808
5.0 68.0 0 0.2258
1.5 47.5 0 1.6891
3.5 41.0 0 0.1904
4.5 79.0 1 1.1157
4.5 69.0 0 0.2511
2.5 73.5 0 1.4987
5.0 37.0 0 2.495
3.0 61.5 0 0.1552
2.0 53.5 0 1.5793
5.5 60.0 0 0.5226
4.5 82.5 1 0.7782
4.5 54.0 0 1.9003
4.5 54.5 0 1.5161
2.0 72.0 0 0.6298
2.5 64.5 0 1.1375
4.0 44.0 0 1.2829
2.0 66.0 0 0.7045
3.0 73.5 1 0.959
4.5 69.0 0 0.3974
1.0 43.0 0 2.6095
4.0 83.0 0 0.3664
3.5 65.5 0 2.4808
4.0 69.0 0 1.0508
2.0 55.0 0 0.8485
2.5 73.0 0 1.5483
1.0 87.0 1 0.0658
1.0 46.0 0 0.7333
1.5 86.5 1 0.0849
2.5 64.0 0 0.8562
3.5 37.0 0 0.2412
4.5 68.5 0 0.1821
5.0 86.5 0 0.0596
3.0 69.5 0 0.3637
0.5 51.5 0 4.2559
0.5 84.5 1 0.2233
4.5 55.0 0 0.6085
2.0 75.5 1 1.1623
0.5 71.5 0 1.5056
2.5 52.0 1 2.5642
1.0 39.0 0 0.3519
0.5 47.5 0 2.3452
3.0 46.5 0 0.6212
4.5 48.0 0 3.5577
4.5 74.5 1 1.0601
5.0 73.5 0 0.4254
2.5 84.5 1 0.356
3.0 72.0 1 1.2057
0.5 42.5 0 5.981
0.5 76.5 1 0.9678
1.0 68.5 1 1.7063
5.0 64.5 0 0.4461
1.0 60.5 0 0.8616
3.5 47.0 0 0.3867
5.0 47.0 0 0.7185
0.5 48.5 0 0.5885
4.0 79.5 0 0.2979
1.0 39.5 0 0.8028
0.5 85.5 1 0.1156
1.5 81.0 1 0.5231
1.5 75.5 0 0.523
1.0 63.0 0 1.5242
3.0 51.5 0 0.1496
3.0 46.0 0 0.4854
5.5 78.0 0 0.1104
4.5 56.5 0 0.2707
5.5 73.5 0 0.937
3.5 37.0 0 0.7911
3.0 51.5 0 2.219
0.5 79.5 1 0.6862
2.5 47.5 0 3.4412
2.5 69.5 0 1.0999
4.0 83.0 1 0.2049
4.5 66.0 0 1.3887
5.0 35.5 0 0.0593
4.5 79.0 0 0.1861
3.0 59.5 0 2.1979
3.5 49.0 0 4.9048
1.5 57.0 0 0.5921
1.0 61.0 0 1.4286
1.0 44.0 0 3.8518
2.0 84.0 1 0.5558
4.0 65.0 0 1.4988
3.5 81.5 1 0.5619
3.0 71.0 1 1.7214
4.0 68.5 0 2.1077
3.5 39.0 0 1.3849
0.5 36.5 0 0.7121
5.0 51.0 0 0.8095
2.5 71.5 0 0.8394
4.5 81.0 0 0.8463
5.5 41.5 0 0.1184
1.5 74.5 0 0.886
3.5 66.0 0 1.1448
4.0 37.0 0 0.5022
5.5 74.5 0 1.3055
4.0 38.5 0 2.263
1.0 37.5 0 2.2614
5.5 45.5 0 0.4551
2.0 87.0 0 0.051
5.0 85.5 1 0.4716
2.5 80.0 1 0.8601
0.5 60.5 0 0.4836
3.0 79.5 1 0.8107
1.0 54.0 0 0.6015
2.0 36.0 0 0.1929
1.5 69.0 0 0.4864
4.5 73.0 0 0.1965
5.0 80.0 1 1.1285
2.5 46.5 0 1.2567
4.0 77.5 0 0.4579
1.5 37.5 0 1.2402
5.5 77.5 0 0.2378
0.5 49.5 0 1.8832
0.5 42.0 0 2.2255
1.0 73.5 1 0.9701
3.0 55.0 0 0.8559
4.0 82.5 1 0.3807
5.0 81.0 0 0.436
1.5 36.5 0 0.6415
3.0 78.0 0 1.8229
0.5 83.0 1 0.2316
3.0 65.0 0 2.4461
2.0 84.0 1 0.1854
2.5 82.0 0 1.3096
4.5 45.0 0 0.2352
2.5 44.0 0 1.134
5.0 64.5 0 0.284
4.0 87.0 0 0.0891
3.5 50.5 0 0.9366
1.0 36.5 0 2.16
4.0 81.0 0 0.9701
5.5 55.5 0 0.5493
5.5 54.0 0 0.2767
5.0 58.0 0 1.0172
4.0 62.0 0 0.635
2.5 73.5 0 1.1888
5.5 40.0 0 0.1033
4.5 36.0 0 0.1211
0.5 54.5 0 1.8726
3.5 69.5 0 0.5153
3.0 80.5 0 0.689
4.0 51.0 0 0.5275
3.0 52.0 0 2.2849
4.5 64.5 0 0.4214
5.0 62.5 0 0.1687
5.5 46.0 0 0.102
4.5 74.0 0 0.8785
0.5 52.5 0 0.5774
5.5 68.5 0 1.1234
2.0 53.5 0 1.7695
4.5 40.0 0 2.6228
1.0 53.0 0 0.5038
4.0 50.0 0 0.1301
2.0 51.5 0 1.0268
4.5 65.5 0 0.3798
4.0 82.0 0 0.2568
0.5 72.0 1 1.1039
1.0 40.5 0 2.365
5.5 61.5 0 2.404
5.5 47.5 0 0.8096
5.5 78.0 0 0.5213
2.0 48.0 0 1.6566
1.0 42.5 0 0.7283
4.5 76.0 0 0.1272
2.5 49.0 0 1.3882
1.0 81.0 1 0.5032
4.5 79.0 0 0.5714
4.5 73.0 0 0.3102
4.0 42.0 0 0.3252
5.5 70.5 0 1.4561
4.0 64.0 0 0.1503
3.0 61.5 0 1.1444
0.5 35.5 0 0.8182
1.0 45.5 0 0.5896
2.0 42.5 0 0.335
2.5 37.5 0 1.195
4.0 85.0 0 0.2738
5.5 86.0 0 0.3134
3.0 61.5 0 0.6132
4.0 86.5 1 0.1018
4.5 83.0 0 0.1234
0.5 60.0 0 0.8049
4.5 69.0 0 0.3008
5.5 45.5 0 0.5592
2.5 36.5 0 1.2429
2.5 50.5 0 2.6093
2.5 74.0 0 1.2667
5.5 62.0 0 0.185
2.5 81.0 1 0.4641
2.0 60.5 0 1.0623
5.0 47.0 0 0.1187
3.5 49.5 0 3.8259
3.0 54.0 0 0.5027
4.0 49.0 0 0.7302
2.5 67.5 0 0.3463
2.0 44.5 0 0.4055
5.5 65.5 0 0.1665
1.0 76.5 1 0.9182
1.0 68.0 0 1.4207
3.5 75.5 0 1.8127
5.0 42.0 0 0.1193
5.5 82.0 0 0.1088
0.5 55.0 0 1.5699
2.5 53.0 0 2.7308
1.5 63.0 0 2.3858
2.5 83.5 1 0.4946
2.0 45.5 0 0.9756
3.5 40.0 0 2.0885
3.5 56.5 0 0.3632
4.5 62.5 0 1.5995
2.5 68.5 0 0.4947
5.5 58.5 0 0.0891
4.0 55.0 0 0.5033
5.0 37.5 0 2.5862
0.5 42.5 0 1.7662
3.0 74.5 0 0.812
5.5 64.0 0 0.4174
2.0 68.0 0 1.7453
4.5 57.5 0 1.9273
3.0 66.5 0 0.3943
5.0 42.0 0 2.6911
1.5 55.5 0 3.0587
2.5 67.0 0 0.289
5.0 82.5 0 0.5253
2.0 76.0 0 0.3856
2.0 57.5 0 0.2412
1.5 49.5 0 4.6004
4.0 86.5 1 0.4926
4.0 63.0 0 0.3099
3.5 47.0 0 0.889
0.5 58.0 0 4.8307
4.0 77.0 1 1.1642
1.5 46.0 0 0.7534
2.0 61.5 0 0.5062
5.0 72.0 1 1.2783
0.5 50.5 0 3.247
4.5 41.0 0 0.1169
5.5 46.0 0 2.8117
4.5 64.0 0 1.2638
3.5 40.5 0 0.755
0.5 57.0 0 0.6997
0.5 51.5 0 0.6824
0.5 53.5 0 1.5575
5.0 77.0 1 0.5957
4.5 45.5 0 0.1907
3.0 39.5 0 0.603
1.5 56.0 0 0.7944
5.5 52.5 0 0.571
1.0 59.0 0 0.7856
0.5 65.5 0 0.6354
4.5 77.0 1 0.9674
1.0 40.0 0 2.0474
1.5 81.0 1 1.0635
5.0 40.0 0 0.546
2.5 54.0 0 1.3124
2.0 49.0 0 0.5683
4.5 44.0 0 0.2563
4.5 50.5 0 2.0583
3.5 51.0 0 1.0904
4.5 74.5 0 2.2636
0.5 76.5 0 0.5535
0.5 75.5 0 1.2418
1.0 47.0 0 1.7276
1.5 75.0 0 1.197
1.5 55.5 0 0.7168
2.5 37.0 0 0.7026
1.0 37.0 0 1.7308
5.5 62.5 0 0.0547
1.0 37.0 0 1.1455
0.5 45.0 0 0.4938
4.5 61.0 0 1.0762
2.5 53.0 0 1.8151
5.5 51.0 0 0.2138
4.0 65.5 0 0.4518
3.0 68.0 1 2.1896
5.5 79.5 0 0.2919
5.0 85.5 0 0.1809
2.0 62.5 0 2.0516
3.5 76.0 0 0.7886
4.0 63.5 0 0.2657
1.0 74.0 0 0.9678
1.5 65.5 1 2.002
2.0 84.5 0 0.7486
5.0 68.5 0 0.0848
4.0 53.0 0 0.2242
2.0 49.5 0 2.7147
4.0 40.5 0 0.2003
3.0 40.0 0 3.5463
1.5 55.5 0 0.9224
1.0 67.5 0 0.9388
4.0 44.5 0 2.5441
4.0 63.0 0 0.1703
1.5 49.5 0 2.9135
2.0 80.0 1 0.5807
5.0 57.5 0 0.4395
1.0 61.0 0 0.8578
3.0 49.0 0 0.8219
1.0 40.5 0 0.7597
2.0 72.5 0 0.6465
2.5 54.0 0 0.9654
3.5 47.5 0 2.0958
5.0 50.0 0 1.3302
1.0 85.5 1 0.2777
3.0 64.5 1 2.1978
5.0 86.5 0 0.1701
4.5 41.0 0 0.5773
1.5 44.0 0 3.1562
2.0 37.0 0 0.9226
1.0 57.0 0 2.0311
5.0 50.5 0 0.2255
2.5 47.5 0 1.0664
3.5 73.0 0 0.1814
2.5 42.5 0 0.8158
3.0 44.5 1 3.9927
0.5 70.5 0 2.7726
3.0 48.5 0 3.138
4.5 54.5 0 0.9769
2.5 41.0 0 1.0132
2.0 44.0 0 4.0768
3.0 62.5 0 3.6746
1.0 65.0 0 0.6036
2.5 40.5 0 0.3139
4.0 83.5 1 0.3673
3.5 78.0 1 0.617
1.5 55.0 0 0.8224
5.0 57.0 0 1.1011
3.0 57.0 1 4.1724
5.5 50.0 0 0.1571
5.5 67.0 0 0.6479
1.5 62.5 1 3.0124
1.5 37.5 0 0.3386
4.5 72.0 0 0.2728
2.0 51.0 0 1.2451
1.0 38.0 0 3.3386
1.5 72.0 1 2.0184
4.0 64.0 0 0.0913
4.0 37.5 0 0.3042
3.5 81.5 0 0.154
3.0 60.5 0 0.8214
4.5 46.5 0 0.4119
2.0 84.5 1 0.2297
4.0 58.0 0 1.0481
1.0 62.0 0 2.0769
2.5 48.0 0 3.8578
5.0 82.0 0 0.2116
2.0 85.5 1 0.1307
1.5 48.0 0 0.3646
5.0 73.0 0 0.154
4.0 57.0 0 0.7107
0.5 63.0 0 0.5369
4.0 55.0 0 0.5049
1.5 84.0 1 0.2498
2.0 86.5 1 0.0598
3.5 62.5 0 0.6603
2.0 71.5 0 0.4739
2.0 48.0 0 0.2771
4.5 36.0 0 0.6035
1.0 44.0 0 0.9952
5.0 79.5 1 0.6241
1.5 87.5 1 0.0325
4.0 54.5 0 0.5067
0.5 55.5 0 3.0795
3.5 84.5 0 0.2257
1.0 56.0 0 0.8537
5.0 53.5 0 0.1339
1.0 59.5 1 2.9979
1.5 62.5 0 2.413
4.0 53.0 0 1.0968
4.0 87.0 1 0.2463
4.0 86.0 1 0.1577
4.5 62.5 0 0.4331
5.0 75.0 0 0.5835
1.0 71.0 0 1.0382
2.0 57.0 0 2.6536
4.5 39.0 0 0.1404
2.0 74.0 0 0.9225
1.5 53.5 0 1.618
1.5 44.0 0 0.7001
4.5 85.0 0 0.1394
4.0 45.0 0 0.2896
3.5 76.5 1 0.6519
3.5 87.0 0 0.05
0.5 75.0 0 0.4702
1.5 48.0 0 0.742
1.0 47.5 0 2.5962
1.0 55.0 0 2.3132
0.5 72.0 1 2.2231
5.5 84.0 0 0.3641
4.0 78.5 0 0.6728
0.5 75.0 1 0.6522
3.0 72.0 0 0.5658
2.5 75.0 0 0.6537
1.0 39.0 0 0.6769
4.0 87.5 0 0.0423
1.0 65.5 0 1.9919
1.5 48.0 0 1.5402
2.0 69.5 0 0.4004
5.0 61.0 0 1.2244
5.5 43.5 0 0.463
1.5 62.0 0 1.3829
3.0 37.5 0 0.461
2.5 85.0 0 0.2206
1.0 72.0 0 1.7132
2.0 44.5 0 1.4221
3.0 38.0 0 1.8435
3.5 84.0 1 0.7307
4.0 76.0 0 0.1622
4.0 39.0 0 1.9544
5.0 39.0 0 0.1934
5.5 55.5 0 0.0819
1.0 62.5 0 1.2522
3.5 65.5 1 2.4668
1.5 83.0 0 0.4454
1.5 55.0 0 0.7471
3.5 59.5 0 0.5489
5.5 79.0 0 0.2753
3.0 76.5 0 0.8148
0.5 49.0 0 1.8319
4.0 69.0 1 3.8028
0.5 56.5 0 0.3613
3.0 36.0 0 0.3472
2.0 58.0 0 0.8265
4.5 71.0 0 0.3824
5.5 51.0 0 0.0915
5.0 38.0 0 2.5914
0.5 62.5 0 0.4107
4.0 58.5 0 0.3309
0.5 53.0 0 1.5743
1.5 70.5 0 0.9272
4.0 62.5 1 2.3042
0.5 57.0 0 0.3519
4.0 52.0 0 0.354
4.5 40.5 0 1.1045
5.5 39.0 0 0.0599
1.5 58.5 0 0.9279
3.0 43.5 0 1.6237
5.0 41.0 0 0.0756
3.5 49.5 0 0.936
5.5 79.0 0 0.0851
2.0 38.0 1 6.0882
4.0 78.0 0 0.7988
4.0 68.0 1 2.6286
1.5 47.0 0 1.7588
0.5 71.0 0 0.872
2.5 70.0 0 0.8765
2.0 63.5 0 0.4252
3.5 81.0 0 0.5655
1.5 82.5 1 0.4377
4.5 67.0 0 0.1549
4.0 39.5 0 1.3622
3.0 84.5 0 0.1918
4.0 75.0 0 0.3593
4.5 38.0 0 0.7546
5.5 71.5 1 2.0915
4.5 70.5 0 0.3142
4.5 51.0 0 0.7539
3.0 51.5 0 0.1009
5.5 42.0 0 2.584
3.0 82.0 1 0.318
4.0 36.0 0 1.6338
1.0 83.0 0 0.5329
3.0 57.5 0 3.8183
4.0 87.0 0 0.0446
0.5 39.5 0 0.6677
3.0 72.0 0 1.4649
2.5 71.5 0 0.6808
5.0 53.5 0 1.8123
2.0 50.0 0 0.4573
3.0 40.0 0 0.5866
2.0 77.0 0 0.8045
5.5 47.5 0 0.9311
3.5 79.0 1 0.5695
0.5 55.5 0 1.212
3.5 51.5 0 0.3335
0.5 57.0 0 2.2002
3.5 52.0 0 0.5094
1.5 40.5 0 0.593
4.0 82.0 0 0.1802
1.5 46.0 0 1.2069
0.5 49.5 0 0.6291
3.0 64.5 0 2.5471
4.5 37.0 0 0.2947
1.0 56.0 0 0.6069
1.0 82.5 0 0.8264
1.5 70.0 0 1.2332
3.5 55.0 1 2.4219
5.5 78.0 0 0.0758
5.0 38.0 0 0.2011
2.5 42.5 0 0.3926
2.0 40.5 0 1.8537
2.0 83.0 1 0.434
0.5 40.5 0 1.0787
2.5 48.0 0 0.4481
4.0 60.5 0 0.1599
2.0 59.0 0 1.0815
1.0 45.5 0 0.889
2.0 57.0 0 1.9007
2.0 46.0 0 0.9748
2.0 73.0 0 0.5614
4.5 57.0 0 0.0893
0.5 84.5 1 0.1355
2.0 41.5 0 0.9941
5.5 58.0 0 0.068
2.5 84.0 1 0.2618
1.5 48.5 0 1.7201
3.0 74.5 0 0.5561
1.5 49.5 0 1.2943
1.0 73.0 0 0.8166
4.5 63.0 0 0.2477
3.0 44.5 0 0.8107
1.5 41.0 0 1.8874
3.5 44.0 0 2.9658
1.5 64.0 0 0.5128
3.5 86.0 0 0.1475
