ITEM: CELLS xc yc f_out[1] f_out[2] f_out[3] f_out[4] f_out[5] f_out[6] 
0.087 0.00075 0.675201 1.22608e+19 8.15345e-08 96.8418 2.54275 4.09886 
0.093 0.00075 0.537644 4.7157e+18 3.13594e-08 113.406 8.08023 -7.14694 
0.099 0.00075 0.272958 2.12207e+18 1.41117e-08 100.591 3.42702 5.44304 
0.105 0.00075 0.560246 1.6505e+18 1.09758e-08 122.946 8.31404 -6.32639 
0.111 0.00075 0.0899067 9.4314e+17 6.27188e-09 88.2004 1.50209 -0.194741 
0.117 0.00075 0.275206 9.4314e+17 6.27188e-09 141.275 3.04258 -3.43953 
0.003 0.00225 2.01634 4.01823e+21 2.67213e-05 12.8069 -2.37258 -0.107511 
0.087 0.00225 0.496661 9.90297e+18 6.58548e-08 96.3258 18.1621 -2.52787 
0.093 0.00225 0.371062 4.00835e+18 2.66555e-08 108.703 15.8384 4.52093 
0.099 0.00225 0.320515 2.59364e+18 1.72477e-08 102.222 13.4918 2.95702 
0.105 0.00225 0.492345 7.8595e+17 5.22657e-09 111.29 5.86552 -1.04298 
0.111 0.00225 0.204689 1.02174e+18 6.79454e-09 93.7175 6.51516 3.53415 
0.117 0.00225 0.144069 6.2876e+17 4.18126e-09 110.421 8.14568 1.60872 
0.003 0.00375 0 0 0 0 0 0 
0.087 0.00375 0.599518 8.39395e+18 5.58198e-08 91.1887 37.4561 2.49388 
0.093 0.00375 0.319164 3.44246e+18 2.28924e-08 94.3917 22.199 5.32975 
0.099 0.00375 0.348864 2.45217e+18 1.63069e-08 107.247 18.1043 2.35027 
0.105 0.00375 0.274082 1.17893e+18 7.83985e-09 110.901 12.428 -2.12293 
0.111 0.00375 0.352328 8.01669e+17 5.3311e-09 103.143 11.8044 2.43406 
0.117 0.00375 0.514364 4.24413e+17 2.82235e-09 105.892 10.3135 -2.09808 
0.003 0.00525 0 0 0 0 0 0 
0.087 0.00525 0.575527 5.62516e+18 3.74073e-08 93.0894 53.9165 0.957732 
0.093 0.00525 0.351757 3.43573e+18 2.28476e-08 99.2569 35.9331 0.0417221 
0.099 0.00525 0.20647 1.88628e+18 1.25438e-08 89.4846 23.2327 2.35756 
0.105 0.00525 0.285145 9.76824e+17 6.49588e-09 117.388 19.3173 -2.32586 
0.111 0.00525 0.304412 8.4209e+17 5.5999e-09 109.408 15.9036 -0.812528 
0.117 0.00525 0.555949 4.04203e+17 2.68795e-09 126.932 16.3709 -0.665126 
0.003 0.00675 0 0 0 0 0 0 
0.087 0.00675 0.415775 3.30099e+18 2.19516e-08 69.0763 60.0288 -0.445614 
0.093 0.00675 0.387238 2.48884e+18 1.65508e-08 95.181 40.5187 1.47315 
0.099 0.00675 0.371218 1.38851e+18 9.23361e-09 101.837 34.1828 1.30604 
0.105 0.00675 0.259035 1.23132e+18 8.18829e-09 114.833 28.6448 0.233152 
0.111 0.00675 0.289257 1.17893e+18 7.83985e-09 114.753 22.7114 1.53373 
0.117 0.00675 0.142666 4.97769e+17 3.31016e-09 102.031 16.0849 1.14662 
0.003 0.00825 0 0 0 0 0 0 
0.087 0.00825 0.458816 2.5079e+18 1.66775e-08 67.5109 71.4946 -0.438669 
0.093 0.00825 0.354268 1.69337e+18 1.12609e-08 87.1099 54.6377 0.105018 
0.099 0.00825 0.293163 1.43615e+18 9.55037e-09 97.1427 41.5011 -1.13472 
0.105 0.00825 0.293634 1.05032e+18 6.9846e-09 106.92 34.8241 0.0185438 
0.111 0.00825 0.268138 6.4305e+17 4.27628e-09 107.144 25.4789 -0.560639 
0.117 0.00825 0.228826 5.5731e+17 3.70611e-09 116.45 22.9033 -0.0680003 
0.003 0.00975 0 0 0 0 0 0 
0.087 0.00975 0.45285 1.70491e+18 1.13376e-08 59.0489 79.3485 -2.71314 
0.093 0.00975 0.357802 1.52353e+18 1.01315e-08 82.3796 60.186 -1.01877 
0.099 0.00975 0.351695 8.52454e+17 5.66882e-09 91.6941 45.2261 2.44165 
0.105 0.00975 0.301866 9.61278e+17 6.3925e-09 99.9573 38.39 -0.162366 
0.111 0.00975 0.259095 6.16669e+17 4.10085e-09 101.615 30.2724 -0.151616 
0.117 0.00975 0.30492 6.16669e+17 4.10085e-09 105.525 24.8208 0.966337 
0.003 0.01125 0 0 0 0 0 0 
0.087 0.01125 0.423289 1.02174e+18 6.79454e-09 61.2471 92.6599 0.0921733 
0.093 0.01125 0.400644 1.33612e+18 8.88517e-09 86.5872 69.8732 0.828078 
0.099 0.01125 0.335299 9.58859e+17 6.37642e-09 88.698 52.0407 0.20909 
0.105 0.01125 0.200798 8.48826e+17 5.6447e-09 92.1433 39.1181 -1.6278 
0.111 0.01125 0.23724 5.81603e+17 3.86766e-09 102.424 34.529 -0.556864 
0.117 0.01125 0.254147 4.7157e+17 3.13594e-09 116.701 33.6993 0.387439 
0.003 0.01275 0 0 0 0 0 0 
0.087 0.01275 0.317377 6.93486e+17 4.61168e-09 45.5348 82.4674 0.237243 
0.093 0.01275 0.47073 9.5701e+17 6.36412e-09 74.8156 81.4793 0.127683 
0.099 0.01275 0.274087 8.73792e+17 5.81072e-09 87.5121 59.263 0.638226 
0.105 0.01275 0.446883 5.27049e+17 3.50488e-09 93.1661 45.793 2.1283 
0.111 0.01275 0.257448 4.29961e+17 2.85924e-09 106.136 41.1957 2.2913 
0.117 0.01275 0.313607 3.88352e+17 2.58254e-09 88.9077 29.3717 -0.153297 
0.003 0.01425 0 0 0 0 0 0 
0.009 0.01425 0 0 0 0 0 0 
0.015 0.01425 0 0 0 0 0 0 
0.075 0.01425 0 0 0 0 0 0 
0.081 0.01425 0.119207 1.48493e+17 9.87476e-10 13.8364 93.5796 -8.50631 
0.087 0.01425 0.392939 4.8398e+17 3.21847e-09 50.7876 96.428 0.626698 
